source,raw_text,priority_label
stackoverflow,How do I get the current time in Python?,Medium
stackoverflow,How do I perform an IF...THEN in an SQL SELECT?,Medium
stackoverflow,How to deal with SettingWithCopyWarning in Pandas,Medium
stackoverflow,What is the best algorithm for overriding GetHashCode?,Medium
stackoverflow,How do I undo 'git reset'?,Medium
stackoverflow,What is the single most influential book every programmer should read?,Medium
stackoverflow,How can I read a text file into a string variable and strip newlines?,Medium
stackoverflow,"Get the size of the screen, current web page and browser window",Low
stackoverflow,"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN?",Medium
stackoverflow,Collapse all methods in Visual Studio Code,Low
stackoverflow,What is the difference between UNION and UNION ALL?,Medium
stackoverflow,How to escape braces (curly brackets) in a format string in .NET,Medium
stackoverflow,Replacements for switch statement in Python?,Low
stackoverflow,Use of *args and **kwargs,Low
stackoverflow,How do I change the URI (URL) for a remote Git repository?,Medium
stackoverflow,Getting today's date in YYYY-MM-DD in Python?,Low
stackoverflow,performSelector may cause a leak because its selector is unknown,Low
stackoverflow,"What is a lambda expression, and when should I use one?",Medium
stackoverflow,How can I validate an email address in JavaScript?,Medium
stackoverflow,"Default behavior of ""git push"" without a branch specified",Low
stackoverflow,Short circuit Array.forEach like calling break,Low
stackoverflow,Deserialize JSON into C# dynamic object?,Low
stackoverflow,How do I profile a Python script?,Medium
stackoverflow,How can I sort a list of dictionaries by a value of the dictionary in Python?,Medium
stackoverflow,"What are the differences between ""="" and ""<-"" assignment operators?",Low
stackoverflow,How can I vertically center a div element for all browsers using CSS?,Medium
stackoverflow,How to reload .bash_profile from the command line,Medium
stackoverflow,How can I convert a stack trace to a string?,Medium
stackoverflow,What is the purpose of the var keyword and when should I use it (or omit it)?,Medium
stackoverflow,How do you remove all the options of a select box and then add one option and select it with jQuery?,Low
stackoverflow,Creating a byte array from a stream,Low
stackoverflow,How can I replace a local branch with a remote branch entirely in Git?,Medium
stackoverflow,How to download a file over HTTP?,Medium
stackoverflow,Update Git branches from master,Low
stackoverflow,Warning: push.default is unset; its implicit value is changing in Git 2.0,Low
stackoverflow,Regular cast vs. static_cast vs. dynamic_cast,Low
stackoverflow,How to parse JSON using Node.js?,Medium
stackoverflow,Difference between <? super T> and <? extends T> in Java,Medium
stackoverflow,How do I calculate someone's age based on a DateTime type birthday?,Medium
stackoverflow,How do I combine a background-image and CSS3 gradient on the same element?,Medium
stackoverflow,What is the scope of variables in JavaScript?,Medium
stackoverflow,Can comments be used in JSON?,Medium
stackoverflow,Why can't Python parse this JSON data?,Low
stackoverflow,How can I convert int to string in C++?,Medium
stackoverflow,How to convert a string to lower case in Bash,Medium
stackoverflow,Convert character to ASCII code in JavaScript,Medium
stackoverflow,window.onload vs $(document).ready(),Low
stackoverflow,What is the best project structure for a Python application?,Medium
stackoverflow,What is dependency injection?,Medium
stackoverflow,Creating a div element in jQuery,Low
stackoverflow,Extracting extension from filename,Low
stackoverflow,How do I change the author and committer name/email for multiple commits?,Medium
stackoverflow,GitHub Error Message - Permission denied (publickey),High
stackoverflow,Understanding the Rails Authenticity Token,Low
stackoverflow,What is Inversion of Control?,Medium
stackoverflow,What is a mutex?,Medium
stackoverflow,Remove file from latest commit,Low
stackoverflow,Which characters are valid in CSS class names/selectors?,Low
stackoverflow,How to reset AUTO_INCREMENT in MySQL,Medium
stackoverflow,Access-Control-Allow-Origin Multiple Origin Domains?,Low
stackoverflow,How to reload a page using JavaScript,Medium
stackoverflow,How to randomize (shuffle) a JavaScript array?,Medium
stackoverflow,How do I add an empty directory to a Git repository?,Medium
stackoverflow,How do you use bcrypt for hashing passwords in PHP?,Low
stackoverflow,Getting the ID of the element that fired an event,Low
stackoverflow,How do I determine the size of my array in C?,Medium
stackoverflow,Scroll to the top of the page using JavaScript?,Low
stackoverflow,Generate a Hash from string in Javascript,Low
stackoverflow,Finding and deleting duplicate values in a SQL table,Low
stackoverflow,Select first row in each GROUP BY group?,Low
stackoverflow,Why is it string.join(list) instead of list.join(string)?,Medium
stackoverflow,How do I connect to a MySQL Database in Python?,Medium
stackoverflow,How do you comment out code in PowerShell?,Low
stackoverflow,Tab key == 4 spaces and auto-indent after curly braces in Vim,Low
stackoverflow,Are HTTPS URLs encrypted?,Low
stackoverflow,Memcached vs. Redis?,Low
stackoverflow,Interface vs Abstract Class (general OO),Low
stackoverflow,"Sort a Map<Key, Value> by values",Low
stackoverflow,How to convert decimal to hexadecimal in JavaScript,Medium
stackoverflow,Local Storage vs Cookies,Low
stackoverflow,endsWith in JavaScript,Low
stackoverflow,How do I get the directory where a Bash script is located from within the script itself?,Medium
stackoverflow,Passing data between view controllers,Low
stackoverflow,How to loop through all enum values in C#?,Medium
stackoverflow,How to do case insensitive string comparison?,Medium
stackoverflow,Passing additional variables from command line to make,Low
stackoverflow,How to calculate difference between two dates (number of days)?,Medium
stackoverflow,Why is executing Java code in comments with certain Unicode characters allowed?,Medium
stackoverflow,"Setting ""checked"" for a checkbox with jQuery",Medium
stackoverflow,How do I check if a string contains a specific word?,Medium
stackoverflow,How to convert a string to lower or upper case in Ruby,Medium
stackoverflow,"How do I provide a username and password when running ""git clone git@remote.git""?",Medium
stackoverflow,Table Naming Dilemma: Singular vs. Plural Names,Low
stackoverflow,How do I name and retrieve a Git stash by name?,Medium
stackoverflow,How do I sort a dictionary by key?,Medium
stackoverflow,When to use LinkedList over ArrayList in Java?,Medium
stackoverflow,How can I remove a trailing newline?,Medium
stackoverflow,What is the difference between --save and --save-dev?,Medium
stackoverflow,What's the difference between map() and flatMap() methods in Java 8?,Medium
stackoverflow,How to resolve java.lang.NoClassDefFoundError: javax/xml/bind/JAXBException,High
stackoverflow,How do I avoid checking for nulls in Java?,Medium
stackoverflow,What is stdClass in PHP?,Medium
stackoverflow,How can I set the default value for an HTML <select> element?,Medium
stackoverflow,How do I display an alert dialog on Android?,Medium
stackoverflow,"How do I ""select Android SDK"" in Android Studio?",Medium
stackoverflow,What is the difference between null=True and blank=True in Django?,Medium
stackoverflow,"What do ""branch"", ""tag"" and ""trunk"" mean in Subversion repositories?",Low
stackoverflow,"How can I access and process nested objects, arrays, or JSON?",Medium
stackoverflow,How can I get the ID of an element using jQuery?,Medium
stackoverflow,How can I transition height: 0; to height: auto; using CSS?,Medium
stackoverflow,How to check if a variable is set in Bash,Medium
stackoverflow,Sort array by firstname (alphabetically) in JavaScript,Low
stackoverflow,Get month name from Date,Low
stackoverflow,Is there a built-in function to print all the current properties and values of an object?,Low
stackoverflow,What is the difference between ports and expose in docker-compose?,Medium
stackoverflow,Should I use 'has_key()' or 'in' on Python dicts?,Low
stackoverflow,Parsing boolean values with argparse,Low
stackoverflow,Disabling Chrome cache for website development,Low
stackoverflow,grep: show lines surrounding each match,Medium
stackoverflow,Get int value from enum in C#,Low
stackoverflow,HTTP status code for update and delete?,Low
stackoverflow,Changing image size in Markdown,Low
stackoverflow,Which equals operator (== vs ===) should be used in JavaScript comparisons?,Medium
stackoverflow,How do I pause my shell script for a second before continuing?,Medium
stackoverflow,What is the difference between POST and PUT in HTTP?,Medium
stackoverflow,Initialization of an ArrayList in one line,Medium
stackoverflow,Check number of arguments passed to a Bash script,Low
stackoverflow,How to mark a method as obsolete or deprecated?,Medium
stackoverflow,How to prevent buttons from submitting forms,Medium
stackoverflow,How to execute a JavaScript function when I have its name as a string,Medium
stackoverflow,How are parameters sent in an HTTP POST request?,Low
stackoverflow,Transport security has blocked a cleartext HTTP,High
stackoverflow,How to copy commits from one branch to another?,Medium
stackoverflow,How to make --no-ri --no-rdoc the default for gem install?,Medium
stackoverflow,How do JavaScript closures work?,Medium
stackoverflow,"How do I create a directory, and any missing parent directories?",Medium
stackoverflow,"What does ""use strict"" do in JavaScript, and what is the reasoning behind it?",Medium
stackoverflow,How do I trim whitespace?,Medium
stackoverflow,jQuery Get Selected Option From Dropdown,Low
stackoverflow,"""implements Runnable"" vs ""extends Thread"" in Java",Low
stackoverflow,What is the difference between '@' and '=' in directive scope in AngularJS?,Medium
stackoverflow,How to convert string to bytes in Python 3,Medium
stackoverflow,"Extract file name from path, no matter what the os/path format",Low
stackoverflow,What is the role of the bias in neural networks?,Medium
stackoverflow,Does functional programming replace GoF design patterns?,Low
stackoverflow,push_back vs emplace_back,Low
stackoverflow,jQuery get value of select onChange,Low
stackoverflow,How do I declare custom exceptions in modern Python?,High
stackoverflow,"What does ""Could not find or load main class"" mean?",Medium
stackoverflow,How to copy Docker images from one host to another without using a repository,Medium
stackoverflow,What is ':-!!' in C?,Medium
stackoverflow,Set environment variables from file of key/value pairs,Low
stackoverflow,Putting a simple if-then-else statement on one line,Low
stackoverflow,"psql: FATAL: database ""<user>"" does not exist",Low
stackoverflow,Determine the type of an object?,Low
stackoverflow,"What is the difference between public, private, and protected inheritance?",Medium
stackoverflow,How do I get the path to the current script with Node.js?,Medium
stackoverflow,How do I get PHP errors to display?,High
stackoverflow,How can I change the color of an 'svg' element?,Medium
stackoverflow,How can I save username and password in Git?,Medium
stackoverflow,Link to the issue number on GitHub within a commit message,High
stackoverflow,Removing objects from a collection in a loop without causing ConcurrentModificationException,High
stackoverflow,Getting the class name of an instance,Low
stackoverflow,Remove empty strings from a list of strings,Low
stackoverflow,How to write a switch statement in Ruby,Medium
stackoverflow,How can I fully delete a Git repository created with init?,Medium
stackoverflow,What is the difference between a symbolic link and a hard link?,Medium
stackoverflow,What is the difference between visibility:hidden and display:none?,Medium
stackoverflow,Stop setInterval call in JavaScript,Low
stackoverflow,How to create a .gitignore file,Medium
stackoverflow,How to upgrade Git on Windows to the latest version,Medium
stackoverflow,Why use pip over easy_install?,Low
stackoverflow,What are drawbacks or disadvantages of the singleton pattern?,Low
stackoverflow,How to change the order of DataFrame columns?,Medium
stackoverflow,"Multiple ""order by"" in LINQ",Low
stackoverflow,How do I use 'git reset --hard HEAD' to revert to a previous commit?,Medium
stackoverflow,How can I check if a string is a valid number?,Medium
stackoverflow,Convert integer to string in Python,Medium
stackoverflow,"What's the difference between ""implementation"", ""api"" and ""compile"" in Gradle?",Medium
stackoverflow,How can I parse a YAML file in Python,Medium
stackoverflow,Undo a Git merge that hasn't been pushed yet,Medium
stackoverflow,Why do we need virtual functions in C++?,Low
stackoverflow,How can I convert a Unix timestamp to DateTime and vice versa?,Medium
stackoverflow,How do I declare and initialize an array in Java?,Medium
stackoverflow,How can I make Vim paste from (and copy to) the system's clipboard?,Medium
stackoverflow,How do I get time of a Python program's execution?,Medium
stackoverflow,How do you do block comments in YAML?,High
stackoverflow,Can a local variable's memory be accessed outside its scope?,Low
stackoverflow,Find out which remote branch a local branch is tracking,Low
stackoverflow,"What do 'real', 'user' and 'sys' mean in the output of time(1)?",Low
stackoverflow,How can I know which radio button is selected via jQuery?,Medium
stackoverflow,How to change Status Bar text color in iOS,Medium
stackoverflow,Rename package in Android Studio,Low
stackoverflow,What is setup.py?,Medium
stackoverflow,How to exit in Node.js,Medium
stackoverflow,Vertically align text next to an image?,Low
stackoverflow,How do I parse a string to a float or int?,Medium
stackoverflow,How do I get the value of text input field using JavaScript?,Medium
stackoverflow,What is a non-capturing group in regular expressions?,Medium
stackoverflow,How do I move to end of line in Vim?,Medium
stackoverflow,How can I determine a Python variable's type?,Medium
stackoverflow,How to check if a String is numeric in Java,Medium
stackoverflow,"<meta charset=""utf-8""> vs <meta http-equiv=""Content-Type"">",Low
stackoverflow,How do I check if a list is empty?,Medium
stackoverflow,How can I make git accept a self signed certificate?,Medium
stackoverflow,How do I pad a string with zeros?,Medium
stackoverflow,How to make a class JSON serializable,Medium
stackoverflow,What's a quick way to comment/uncomment lines in Vim?,Low
stackoverflow,var functionName = function() {} vs function functionName() {},Medium
stackoverflow,"How do you convert a byte array to a hexadecimal string, and vice versa?",Medium
stackoverflow,How can I remove duplicate rows?,Medium
stackoverflow,How do I delete everything in Redis?,Medium
stackoverflow,Renaming column names in Pandas,Medium
stackoverflow,How to add a column with a default value to an existing table in SQL Server?,Medium
stackoverflow,How do I display a local image in Markdown?,Medium
stackoverflow,How can I do an UPDATE statement with JOIN in SQL Server?,Medium
stackoverflow,String formatting: % vs. .format vs. f-string literal,Low
stackoverflow,Turning off auto indent when pasting text into vim,Low
stackoverflow,Gitignore not working,High
stackoverflow,Can you force Visual Studio to always run as an Administrator?,Low
stackoverflow,How can I sort an array of integers?,Medium
stackoverflow,Is there a unique Android device ID?,Medium
stackoverflow,What does the 'b' character do in front of a string literal?,Medium
stackoverflow,How do I write a correct micro-benchmark in Java?,Medium
stackoverflow,How to remove files from git staging area?,Medium
stackoverflow,What are these three dots in React doing?,Low
stackoverflow,Difference between static class and singleton pattern?,Medium
stackoverflow,Undo Git pull. How to bring repositories to the old state,Medium
stackoverflow,How do I print an exception in Python?,High
stackoverflow,How to squash all commits on branch,Medium
stackoverflow,"How can I grep recursively, but only in files with certain extensions?",Medium
stackoverflow,Get the first element of an array,Low
stackoverflow,How can I fix 'android.os.NetworkOnMainThreadException'?,High
stackoverflow,Escape curly brace '{' in String.Format,Low
stackoverflow,Count number of lines in a non binary file (Like a CSV or a TXT) file in terminal,Low
stackoverflow,"What is JSONP, and why was it created?",Medium
stackoverflow,What characters do I need to escape in XML documents?,Low
stackoverflow,What does <![CDATA[]]> in XML mean?,Medium
stackoverflow,Is JavaScript a pass-by-reference or pass-by-value language?,Low
stackoverflow,Should I cast the result of malloc (in C)?,Low
stackoverflow,How do I stash only one file out of multiple files that have changed?,Medium
stackoverflow,How can I convert a string to an integer in JavaScript?,Medium
stackoverflow,Find (and kill) processes listening to port 3000 on Mac,Medium
stackoverflow,Break a previous commit into multiple commits,Low
stackoverflow,Generating random whole numbers in JavaScript in a specific range,Low
stackoverflow,npm check and update package if needed,Low
stackoverflow,Removing multiple files from a Git repo that have already been deleted from disk,Low
stackoverflow,"What is a correct MIME type for .docx, .pptx, etc.?",Medium
stackoverflow,What and where are the stack and heap?,Medium
stackoverflow,"""Cross origin requests are only supported for HTTP."" error when loading a local file",High
stackoverflow,Get the full URL in PHP,Low
stackoverflow,How do I use optional parameters in Java?,Medium
stackoverflow,Check if checkbox is checked with jQuery,Low
stackoverflow,Is there a regular expression to detect a valid regular expression?,Low
stackoverflow,Safely turning a JSON string into an object,Low
stackoverflow,Preview an image before it is uploaded,Low
stackoverflow,How do I convert a float number to a whole number in JavaScript?,Medium
stackoverflow,What's the difference between lists and tuples?,Medium
stackoverflow,"What does if __name__ == ""__main__"": do?",Medium
stackoverflow,How does database indexing work in reality?,Low
stackoverflow,What is difference between CrudRepository and JpaRepository interfaces in Spring Data JPA?,Medium
stackoverflow,How would I extract a single file (or changes to a file) from a git stash?,Low
stackoverflow,Traverse a list in reverse order in Python,Low
stackoverflow,Font scaling based on size of container,Low
stackoverflow,pip install from git repo branch,Low
stackoverflow,Run/install/debug Android applications over Wi-Fi?,High
stackoverflow,"What are rvalues, lvalues, xvalues, glvalues, and prvalues?",Low
stackoverflow,GitHub relative link in Markdown file,Low
stackoverflow,Hex transparency in colors,Low
stackoverflow,Get list of all tables in Oracle?,Low
stackoverflow,Convert InputStream to byte array in Java,Medium
stackoverflow,How do I get a substring of a string in Python?,Medium
stackoverflow,What is the difference between the 'COPY' and 'ADD' commands in a Dockerfile?,Medium
stackoverflow,How to disable text selection highlighting,Medium
stackoverflow,List comprehension vs. lambda + filter,Low
stackoverflow,"Why is using ""for...in"" for array iteration a bad idea?",Medium
stackoverflow,Replace one substring for another string in shell script,Low
stackoverflow,Is it possible to cherry-pick a commit from another git repository?,Low
stackoverflow,How do I type hint a method with the type of the enclosing class?,Medium
stackoverflow,How to get a Docker container's IP address from the host,Medium
stackoverflow,Git: How do I list only local branches?,Medium
stackoverflow,"How to query MongoDB with ""like""",Medium
stackoverflow,How do I delete a commit from a branch?,Medium
stackoverflow,How to change the output color of echo in Linux,Medium
stackoverflow,Remove empty elements from an array in Javascript,Low
stackoverflow,Check if a variable is of function type,Low
stackoverflow,How do you set a default value for a MySQL Datetime column?,Low
stackoverflow,How can I change the name of an iOS app in Xcode?,Medium
stackoverflow,How do I copy to the clipboard in JavaScript?,Medium
stackoverflow,How do I escape curly-brace ({}) characters characters in a string while using .format?,Medium
stackoverflow,Meaning of @classmethod and @staticmethod for a beginner,Low
stackoverflow,How to fix npm throwing error without sudo,High
stackoverflow,How can I list all foreign keys referencing a given table in SQL Server?,Medium
stackoverflow,How do I profile C++ code running on Linux?,Medium
stackoverflow,How can I get the application's path in a .NET console application?,Medium
stackoverflow,What is base 64 encoding used for?,Medium
stackoverflow,How do I run two commands in one line in Windows CMD?,Medium
stackoverflow,"From inside of a Docker container, how do I connect to the localhost of the machine?",Medium
stackoverflow,What are MVP and MVC and what is the difference?,Medium
stackoverflow,What's the difference between tilde(~) and caret(^) in package.json?,Medium
stackoverflow,Detach (move) subdirectory into separate Git repository,Low
stackoverflow,What is the difference between a definition and a declaration?,Medium
stackoverflow,Angular/RxJS When should I unsubscribe from `Subscription`,Low
stackoverflow,How do I convert a String to an int in Java?,Medium
stackoverflow,Python `if x is not None` or `if not x is None`?,Low
stackoverflow,Parameterize an SQL IN clause,Low
stackoverflow,Git replacing LF with CRLF,Low
stackoverflow,Can't start Eclipse - Java was started but returned exit code=13,Low
stackoverflow,Count the number of set bits in a 32-bit integer,Low
stackoverflow,"What are ""named tuples"" in Python?",Low
stackoverflow,Creating a comma separated list from IList<string> or IEnumerable<string>,Low
stackoverflow,LEFT JOIN vs. LEFT OUTER JOIN in SQL Server,Low
stackoverflow,Showing which files have changed between two revisions,Low
stackoverflow,Why should I use a pointer rather than the object itself?,Low
stackoverflow,What is the best way of implementing a singleton in Python?,Medium
stackoverflow,How to stop tracking and ignore changes to a file in Git?,Medium
stackoverflow,How to prune local tracking branches that do not exist on remote anymore?,Medium
stackoverflow,How can I check if a program exists from a Bash script?,Medium
stackoverflow,Where can I place the 'assets' folder in Android Studio?,Low
stackoverflow,How can I permanently enable line numbers in IntelliJ?,Medium
stackoverflow,"How do I ""git clone"" a repo, including its submodules?",Medium
stackoverflow,"How do I remove files saying ""old mode 100755 new mode 100644"" from unstaged changes in Git?",Medium
stackoverflow,Another Git process seems to be running in this repository,Low
stackoverflow,Delete an element from a dictionary,Low
stackoverflow,How can I get the data-id attribute?,Medium
stackoverflow,How can I add new array elements at the beginning of an array in JavaScript?,Medium
stackoverflow,Delete a column from a Pandas DataFrame,Low
stackoverflow,Copying files from Docker container to host,Medium
stackoverflow,How do I fix a Git detached head?,High
stackoverflow,How do I time a method's execution in Java?,Medium
stackoverflow,Get JavaScript object from array of objects by value of property,Low
stackoverflow,How can I Remove .DS_Store files from a Git repository?,Medium
stackoverflow,What is the '-->' operator in C/C++?,Medium
stackoverflow,What does enctype='multipart/form-data' mean?,Medium
stackoverflow,Parsing JSON with Unix tools,Low
stackoverflow,How can I recursively find all files in current and subfolders based on wildcard matching?,Medium
stackoverflow,How to search a Git repository by commit message?,Medium
stackoverflow,Reverse / invert a dictionary mapping,Low
stackoverflow,What is the equivalent of Java static methods in Kotlin?,Medium
stackoverflow,How can I disable ARC for a single file in a project?,Medium
stackoverflow,How do you stash an untracked file?,Low
stackoverflow,How to make '.Contains(string)' case insensitive,Medium
stackoverflow,What's the difference between OpenID and OAuth?,Medium
stackoverflow,Should 'using' directives be inside or outside the namespace in C#?,Low
stackoverflow,"How can I push a specific commit to a remote, and not previous commits?",Medium
stackoverflow,"How do I completely uninstall Node.js, and reinstall from beginning (Mac OS X)",Medium
stackoverflow,How can I update Node.js and npm to their latest versions?,Medium
stackoverflow,Get changes from master into branch in Git,Low
stackoverflow,How do I declare a namespace in JavaScript?,Medium
stackoverflow,How can I create a memory leak in Java?,High
stackoverflow,Display number with leading zeros,Low
stackoverflow,Differences between dependencyManagement and dependencies in Maven,Low
stackoverflow,How to create a checkbox with a clickable label?,Medium
stackoverflow,How do I remove the passphrase for the SSH key without having to create a new key?,Medium
stackoverflow,How can I enumerate an enum?,Medium
stackoverflow,How do I debug Node.js applications?,High
stackoverflow,Remove all whitespace in a string,Low
stackoverflow,Checking if a key exists in a JavaScript object?,Medium
